Product Name;Lighting Type;Space Type;ATEX Certified;Power (W);Lumen Output;Image URL;Product Link
IP65 emergency luminaire for double sided signage. Surface mounted. ;Emergency signage;Schools;;3 W;55 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/SK2020A1.jpg;https://www.etaplighting.com/en/series/K2-picto/k243-230s20
Surface-mounted or suspended Shielded Lens luminaire.;Surface mounted & suspended luminaires;Schools;;27 W;4300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R3/Pendel/R3RP4X1Wb.jpg;https://www.etaplighting.com/en/series/R3/R3351LEDW445DX1
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems,Luminaires for high ceilings;Industry;;49 W;6200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4100A1.jpg;https://www.etaplighting.com/en/series/E4/E4010LED1N060DE
Minimalistic design emergency luminaire for single- and double sided signage. Ceiling mounted.;Emergency signage;Offices;;3 W;85 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK93 - K9R vierkante signalering/SK9302A2.jpg;https://www.etaplighting.com/en/series/K9-mini-picto/k9r1523x1s2
Emergency luminaire for single- or double-sided signage. Surface mounted. ;Emergency signage;Schools;;1 W;90 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK12 - signalisatie/SK1203A2.jpg;https://www.etaplighting.com/en/series/K1R-picto/k1r1421-a
Surface-mounted and suspended diffusor luminaire.;Surface mounted & suspended luminaires,Wall luminaires;Schools;;18 W;2550 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R8 (SR8)/SR8100 - R8 opbouw - plafond/SR8100A2.jpg;https://www.etaplighting.com/en/series/R8/R820R1LEDN25D
IP65 emergency luminaire for double sided signage. Surface mounted. ;Emergency signage;Schools;;3 W;55 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/SK2020A1.jpg;https://www.etaplighting.com/en/series/K2-picto/k2453o
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;48 W;6500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4601LED2N060S
Minimalistic design emergency luminaire for single- and double sided signage. Recessed mounted.;Emergency signage;Offices;;3 W;85 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK93 - K9R vierkante signalering/SK9303A1.jpg;https://www.etaplighting.com/en/series/K9-mini-picto/k9r3523x1s4
Minimalistic design square emergency luminaire for high light levels. Recessed.;Emergency escape lighting;Offices;;3 W;280 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK91 - K9R (nieuw oktober 2012)/K9R36X2.jpg;https://www.etaplighting.com/en/series/K9-light/k9r363n-230x2
IP65 emergency luminaire for anti-panic lighting. Surface mounted. ;Emergency escape lighting;Schools;;3 W;212 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/k2233s2
Surface-mounted LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;19 W;2600 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/SR7001 - R7 opbouw/SR7001A8.jpg;https://www.etaplighting.com/en/series/R7/R710R1LEDW2425DX1
Minimalistic design emergency luminaire for single- and double sided signage. Perpendicular to wall mounting.;Emergency signage;Offices;;1 W;80 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK94 - K9R lange signalering/SK9404A2.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r5451x1
Emergency luminaire with comfortable diffuse lighting. Surface mounted.;Emergency escape lighting;Schools;;1 W;200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK12 - signalisatie/SK1203A4.jpg;https://www.etaplighting.com/en/series/K1R-light/k1r1631s2
Minimalistic design emergency luminaire for single- and double sided signage. Ceiling mounted.;Emergency signage;Offices;;1 W;50 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/new ISO picto 2022/K9R14X2.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r1431x2s2
IP65 emergency luminaire for double sided signage. Surface mounted. ;Emergency signage;Schools;;3 W;55 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/SK2020A1.jpg;https://www.etaplighting.com/en/series/K2-picto/k2433o
Minimalistic design emergency luminaire for single- and double sided signage. Recessed mounted.;Emergency signage;Offices;;1 W;80 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK94 - K9R lange signalering/SK9403A2.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r2421x1
IP65 emergency luminaire for escape route lighting. Surface mounted. ;Emergency escape lighting;Schools;;3 W;275 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/k2123s4
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;70 W;9650 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4011LED2N080S
Suspended LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;37 W;4650 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/Pendel/R7RP24X1.jpg;https://www.etaplighting.com/en/series/R7/R731R1LEDW2445SX1
Surface-mounted LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;33 W;4650 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/SR7001 - R7 opbouw/SR7001A9.jpg;https://www.etaplighting.com/en/series/R7/R720R1LEDN3645DX1
Architectural spot light.;Spots;Toilets,Offices;;7 W;735 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Flare (SFL)/SFL001B3.jpg;https://www.etaplighting.com/en/series/Flare/FLARE-22LEDW6S
"Emergency luminaire for single or double sided signage. Surface mounted.
";Emergency signage;Industry;;3 W;100 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1 (SK1)/SK1012 - signage with plate/SK1012A9.jpg;https://www.etaplighting.com/en/series/K1-picto/k143-230-f
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;39 W;5000 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4411LED1W040D
Softlight with 100% indirect lighting.;Recessed luminaires;Schools;;21 W;2350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/US3 (SUS)/SUS1006A2.jpg;https://www.etaplighting.com/en/series/US3/US3140LEDW20S
Minimalistic design emergency luminaire for single- and double sided signage. Perpendicular to wall mounting.;Emergency signage;Offices;;1 W;80 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK94 - K9R lange signalering/SK9404A1.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r5431x2
Emergency luminaire for single sided signage. Wall mounted. ;Emergency signage;Industry;;3 W;45 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1 (SK1)/SK1011 - signage with foil/SK1011F2.jpg;https://www.etaplighting.com/en/series/K1-picto/k1333s2
Minimalistic design emergency luminaire for single- and double sided signage. Recessed mounted.;Emergency signage;Offices;;1 W;80 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK96 - K9R signalering Frankrijk/SK9603A1.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r241-230-fx2
Mini emergency module for escape route lighting. Recessed mounting. ;Emergency escape lighting;Offices;;3 W;210 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK95 - K9R mini/SK9501A3.jpg;https://www.etaplighting.com/en/series/K9-mini/k9r0123ns4
Minimalistic design emergency luminaire for single- and double sided signage. Ceiling mounted.;Emergency signage;Offices;;3 W;85 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK93 - K9R vierkante signalering/SK9302A2.jpg;https://www.etaplighting.com/en/series/K9-mini-picto/k9r1523-fx1
Surface-mounted LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;55 W;6650 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/SR7001 - R7 opbouw/SR7001A4-white.jpg;https://www.etaplighting.com/en/series/R7/R730R1LEDN4870DEX1
Minimalistic design emergency luminaire for single sided signage. Parallel to wall mounting.;Emergency signage;Offices;;1 W;80 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK96 - K9R signalering Frankrijk/SK9601A1.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r4321-fx2
Minimalistic design square emergency luminaire for anti-panic lighting. Recessed mounted.;Emergency escape lighting;Offices;;3 W;300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK91 - K9R (nieuw oktober 2012)/K9R32X1.jpg;https://www.etaplighting.com/en/series/K9-light/k9r3223x1
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;194 W;26450 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4611LED4N240D
Architectural spot light.;Spots;Toilets,Offices;;8 W;905 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/Flare (SFL)/SFL001B6.jpg;https://www.etaplighting.com/en/series/Flare/FLARE-22LEDW10D
Surface-mounted LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;19 W;2600 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/SR7001 - R7 opbouw/SR7001A8.jpg;https://www.etaplighting.com/en/series/R7/R720R1LEDN2425DX1
Minimalistic design square emergency luminaire for escape route lighting. Recessed mounted.;Emergency escape lighting;Offices;;3 W;205 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK91 - K9R (nieuw oktober 2012)/SK9103A3.jpg;https://www.etaplighting.com/en/series/K9-light/k9r3123x2s2
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;97 W;13200 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4601LED4N120S
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;35 W;5050 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4601LED2N040D
"Square emergency luminaire for escape route lighting. Surface mounted.
";Emergency escape lighting;Schools;;3 W;300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK11 - verlichting/SK1111A2.jpg;https://www.etaplighting.com/en/series/K1R-light/k1r1123-f
Suspended LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;25 W;3500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/Pendel/R7SP36X1.jpg;https://www.etaplighting.com/en/series/R7/R719R1LEDN3635SX1
Emergency luminaire for single sided signage. Wall mounted. ;Emergency signage;Industry;;3 W;45 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1 (SK1)/SK1011 - signage with foil/SK1011F2.jpg;https://www.etaplighting.com/en/series/K1-picto/k1323
IP65 emergency luminaire for escape route lighting. Surface mounted. ;Emergency escape lighting;Schools;;3 W;192 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/k2133os2
Round emergency luminaire for escape route lighting. Recessed mounting. ;Emergency escape lighting;Schools;;3 W;205 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK11 - verlichting/SK1112A2.jpg;https://www.etaplighting.com/en/series/K1R-light/k1r2123s2
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;51 W;6500 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4211LED1W060S
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems,Luminaires for high ceilings;Industry;;105 W;13250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4102A1.jpg;https://www.etaplighting.com/en/series/E4/E4210LED2W120DE
Square emergency luminaire for single- or double-sided signage. Surface mounted.;Emergency signage;Offices;;3 W;150 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK12 - signalisatie/K1-met-rode-picto.jpg;https://www.etaplighting.com/en/series/K1R-mini-picto/k1r153-230l2
Minimalistic design emergency luminaire for single sided signage. Parallel to wall mounting.;Emergency signage;Offices;;1 W;50 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK94 - K9R lange signalering/SK9401A2.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r4351x1s2
Surface-mounted LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;47 W;6300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/SR7001 - R7 opbouw/SR7001A4-white.jpg;https://www.etaplighting.com/en/series/R7/R730R1LEDW4860SX1
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;75 W;9750 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4011LED2W080S
Emergency luminaire for single- or double-sided signage. Surface mounted. ;Emergency signage;Schools;;1 W;250 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK12 - signalisatie/SK1201F3.jpg;https://www.etaplighting.com/en/series/K1R-picto/k1r141-230l3s20
Emergency luminaire for anti-panic lighting in ATEX environments.;Emergency escape lighting,ATEX;Industry;;6 W;210 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/KE2 ATEX (SKE2)/SKE2010A3.jpg;https://www.etaplighting.com/en/series/KE2/ke2136os2-atex1
Minimalistic design emergency luminaire for single sided signage. Parallel to wall mounting.;Emergency signage;Offices;;1 W;80 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK96 - K9R signalering Frankrijk/SK9601A2.jpg;https://www.etaplighting.com/en/series/K9-picto/k9r431-230-fx1
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;97 W;12550 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4011LED2N120DE
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;19 W;2550 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4601LED1W020S
Industrial line luminaire with sleek design. Surge protection (LN/PE): 1kV/2kV (for light industrial environments).;Industrial light line systems;Industry;;74 W;10050 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/E4 (SE4)/SE4104A6.jpg;https://www.etaplighting.com/en/series/E4/E4401LED4N080D
Suspended LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;38 W;5100 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/Pendel/R7RP36X1.jpg;https://www.etaplighting.com/en/series/R7/R731R1LEDW3650SX1
IP65 emergency luminaire for single sided signage. Wall mounted. ;Emergency signage;Schools;;3 W;130 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/SK2012A2.jpg;https://www.etaplighting.com/en/series/K2-picto/k2333s2
Suspended LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;32 W;4600 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/Pendel/R7SP36X1.jpg;https://www.etaplighting.com/en/series/R7/R719R1LEDN3645DX1
Minimalistic design emergency luminaire for single- and double sided signage. Ceiling mounted.;Emergency signage;Offices;;3 W;85 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK93 - K9R vierkante signalering/SK9302A3.jpg;https://www.etaplighting.com/en/series/K9-mini-picto/k9r1553x2s2
Softlight with 100% indirect lighting.;Recessed luminaires;Schools;;20 W;2350 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/US3 (SUS)/SUS1006A2.jpg;https://www.etaplighting.com/en/series/US3/US3140LEDN20S
Surface-mounted LED+LENS luminaire.;Surface mounted & suspended luminaires;Schools;;47 W;6650 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/R7/SR7001 - R7 opbouw/SR7001A4-white.jpg;https://www.etaplighting.com/en/series/R7/R730R1LEDN4870DX1
Minimalistic design round emergency luminaire for anti-panic lighting. Recessed mounted. C0:C90 value of this luminaire: A630:A630.;Emergency escape lighting;Offices;;3 W;300 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K9 (SK9)/SK91 - K9R (nieuw oktober 2012)/SK9104A2.jpg;https://www.etaplighting.com/en/series/K9-light/k9r2223-ax1-a630a630
